"0","1","0","1","0"
"0","2","0","1","0"
"0","3","0","1","0"
"0","4","0","1","0"
"0","5","0","1","0"
"0","6","0","1","0"
"0","7","0","1","0"
"1","0","0","1","0"
"1","2","0","1","0"
"1","3","0","1","0"
"1","4","0","1","0"
"1","5","0","1","0"
"1","6","0","1","0"
"1","7","0","1","0"
"2","0","0","1","0"
"2","1","0","1","0"
"2","3","0","1","0"
"2","4","0","1","0"
"2","5","0","1","0"
"2","6","0","1","0"
"2","7","0","1","0"
"3","0","0","1","0"
"3","1","0","1","0"
"3","2","0","1","0"
"3","4","0","1","0"
"3","5","0","1","0"
"3","6","0","1","0"
"3","7","0","1","0"
"4","0","0","1","0"
"4","1","0","1","0"
"4","2","0","1","0"
"4","3","0","1","0"
"4","5","0","1","0"
"4","6","0","1","0"
"4","7","0","1","0"
"5","0","0","1","0"
"5","1","0","1","0"
"5","2","0","1","0"
"5","3","0","1","0"
"5","4","0","1","0"
"5","6","0","1","0"
"5","7","0","1","0"
"6","0","0","1","0"
"6","1","0","1","0"
"6","2","0","1","0"
"6","3","0","1","0"
"6","4","0","1","0"
"6","5","0","1","0"
"6","7","0","1","0"
"7","0","0","1","0"
"7","1","0","1","0"
"7","2","0","1","0"
"7","3","0","1","0"
"7","4","0","1","0"
"7","5","0","1","0"
"7","6","0","1","0"
"8","9","0","1","0"
"8","10","0","1","0"
"8","11","0","1","0"
"8","12","0","1","0"
"8","13","0","1","0"
"8","14","0","1","0"
"8","15","0","1","0"
"8","16","0","1","0"
"9","8","0","1","0"
"9","10","0","1","0"
"9","11","0","1","0"
"9","12","0","1","0"
"9","13","0","1","0"
"9","14","0","1","0"
"9","15","0","1","0"
"9","16","0","1","0"
"10","8","0","1","0"
"10","9","0","1","0"
"10","11","0","1","0"
"10","12","0","1","0"
"10","13","0","1","0"
"10","14","0","1","0"
"10","15","0","1","0"
"10","16","0","1","0"
"11","8","0","1","0"
"11","9","0","1","0"
"11","10","0","1","0"
"11","12","0","1","0"
"11","13","0","1","0"
"11","14","0","1","0"
"11","15","0","1","0"
"11","16","0","1","0"
"12","8","0","1","0"
"12","9","0","1","0"
"12","10","0","1","0"
"12","11","0","1","0"
"12","13","0","1","0"
"12","14","0","1","0"
"12","15","0","1","0"
"12","16","0","1","0"
"13","8","0","1","0"
"13","9","0","1","0"
"13","10","0","1","0"
"13","11","0","1","0"
"13","12","0","1","0"
"13","14","0","1","0"
"13","15","0","1","0"
"13","16","0","1","0"
"14","8","0","1","0"
"14","9","0","1","0"
"14","10","0","1","0"
"14","11","0","1","0"
"14","12","0","1","0"
"14","13","0","1","0"
"14","15","0","1","0"
"14","16","0","1","0"
"15","8","0","1","0"
"15","9","0","1","0"
"15","10","0","1","0"
"15","11","0","1","0"
"15","12","0","1","0"
"15","13","0","1","0"
"15","14","0","1","0"
"15","16","0","640","0"
"16","8","0","1","0"
"16","9","0","1","0"
"16","10","0","1","0"
"16","11","0","1","0"
"16","12","0","1","0"
"16","13","0","1","0"
"16","14","0","1","0"
"16","15","0","0.0015625","0"
"17","18","0","1","0"
"17","19","0","1","0"
"17","20","0","1","0"
"17","21","0","1","0"
"17","22","0","1","0"
"17","23","0","1","0"
"17","24","0","1","0"
"17","25","0","1","0"
"17","26","0","1","0"
"17","27","0","1","0"
"17","28","0","1","0"
"17","29","0","1","0"
"18","17","0","1","0"
"18","19","0","1","0"
"18","20","0","1","0"
"18","21","0","1","0"
"18","22","0","1","0"
"18","23","0","1","0"
"18","24","0","1","0"
"18","25","0","1","0"
"18","26","0","1","0"
"18","27","0","1","0"
"18","28","0","1","0"
"18","29","0","1","0"
"19","17","0","1","0"
"19","18","0","1","0"
"19","20","0","1","0"
"19","21","0","1","0"
"19","22","0","1","0"
"19","23","0","1","0"
"19","24","0","1","0"
"19","25","0","1","0"
"19","26","0","1","0"
"19","27","0","1","0"
"19","28","0","1","0"
"19","29","0","1","0"
"20","17","0","1","0"
"20","18","0","1","0"
"20","19","0","1","0"
"20","21","0","1","0"
"20","22","0","1","0"
"20","23","0","1","0"
"20","24","0","1","0"
"20","25","0","1","0"
"20","26","0","1","0"
"20","27","0","1","0"
"20","28","0","1","0"
"20","29","0","1","0"
"21","17","0","1","0"
"21","18","0","1","0"
"21","19","0","1","0"
"21","20","0","1","0"
"21","22","0","1","0"
"21","23","0","1","0"
"21","24","0","1","0"
"21","25","0","1","0"
"21","26","0","1","0"
"21","27","0","1","0"
"21","28","0","1","0"
"21","29","0","1","0"
"22","17","0","1","0"
"22","18","0","1","0"
"22","19","0","1","0"
"22","20","0","1","0"
"22","21","0","1","0"
"22","23","0","1","0"
"22","24","0","1","0"
"22","25","0","1","0"
"22","26","0","1","0"
"22","27","0","1","0"
"22","28","0","1","0"
"22","29","0","1","0"
"23","17","0","1","0"
"23","18","0","1","0"
"23","19","0","1","0"
"23","20","0","1","0"
"23","21","0","1","0"
"23","22","0","1","0"
"23","24","0","1","0"
"23","25","0","1","0"
"23","26","0","1","0"
"23","27","0","1","0"
"23","28","0","1","0"
"23","29","0","1","0"
"24","17","0","1","0"
"24","18","0","1","0"
"24","19","0","1","0"
"24","20","0","1","0"
"24","21","0","1","0"
"24","22","0","1","0"
"24","23","0","1","0"
"24","25","0","1","0"
"24","26","0","1","0"
"24","27","0","1","0"
"24","28","0","1","0"
"24","29","0","1","0"
"25","17","0","1","0"
"25","18","0","1","0"
"25","19","0","1","0"
"25","20","0","1","0"
"25","21","0","1","0"
"25","22","0","1","0"
"25","23","0","1","0"
"25","24","0","1","0"
"25","26","0","1","0"
"25","27","0","1","0"
"25","28","0","1","0"
"25","29","0","1","0"
"26","17","0","1","0"
"26","18","0","1","0"
"26","19","0","1","0"
"26","20","0","1","0"
"26","21","0","1","0"
"26","22","0","1","0"
"26","23","0","1","0"
"26","24","0","1","0"
"26","25","0","1","0"
"26","27","0","1","0"
"26","28","0","1","0"
"26","29","0","1","0"
"27","17","0","1","0"
"27","18","0","1","0"
"27","19","0","1","0"
"27","20","0","1","0"
"27","21","0","1","0"
"27","22","0","1","0"
"27","23","0","1","0"
"27","24","0","1","0"
"27","25","0","1","0"
"27","26","0","1","0"
"27","28","0","1","0"
"27","29","0","1","0"
"28","17","0","1","0"
"28","18","0","1","0"
"28","19","0","1","0"
"28","20","0","1","0"
"28","21","0","1","0"
"28","22","0","1","0"
"28","23","0","1","0"
"28","24","0","1","0"
"28","25","0","1","0"
"28","26","0","1","0"
"28","27","0","1","0"
"28","29","0","1","0"
"29","17","0","1","0"
"29","18","0","1","0"
"29","19","0","1","0"
"29","20","0","1","0"
