"29","21","0","1","0"
"29","22","0","1","0"
"29","23","0","1","0"
"29","24","0","1","0"
"29","25","0","1","0"
"29","26","0","1","0"
"29","27","0","1","0"
"29","28","0","1","0"
"30","31","0","1","0"
"30","32","0","1","0"
"30","33","0","1","0"
"30","34","0","1","0"
"30","35","0","1","0"
"31","30","0","1","0"
"31","32","0","1","0"
"31","33","0","1","0"
"31","34","0","1","0"
"31","35","0","1","0"
"32","30","0","1","0"
"32","31","0","1","0"
"32","33","0","1","0"
"32","34","0","1","0"
"32","35","0","1","0"
"33","30","0","1","0"
"33","31","0","1","0"
"33","32","0","1","0"
"33","34","0","1","0"
"33","35","0","1","0"
"34","30","0","1","0"
"34","31","0","1","0"
"34","32","0","1","0"
"34","33","0","1","0"
"34","35","0","1","0"
"35","30","0","1","0"
"35","31","0","1","0"
"35","32","0","1","0"
"35","33","0","1","0"
"35","34","0","1","0"
"36","37","-32","0.555555","0"
"36","38","459.67","0.555555","0"
"37","36","0","1.8","32"
"37","38","273.15","1","0"
"38","36","0","1.8","-459.67"
"38","37","-273.15","1","0"
"39","40","0","1","0"
"39","41","0","1","0"
"39","42","0","1","0"
"39","43","0","1","0"
"40","39","0","1","0"
"40","41","0","1","0"
"40","42","0","1","0"
"40","43","0","1","0"
"41","39","0","1","0"
"41","40","0","1","0"
"41","42","0","1","0"
"41","43","0","1","0"
"42","39","0","1","0"
"42","40","0","1","0"
"42","41","0","1","0"
"42","43","0","1","0"
"43","39","0","1","0"
"43","40","0","1","0"
"43","41","0","1","0"
"43","42","0","1","0"
"44","45","0","1","0"
"44","46","0","1","0"
"45","44","0","1","0"
"45","46","0","1","0"
"46","44","0","1","0"
"46","45","0","1","0"
